case_id,slice_idx,gt_tumor_size,pred_tumor_size,gt_category,pred_category,num_gt_components,num_pred_components,tumor_dice,tumor_hd95,tumor_asd
case_00125,13,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,369,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,92,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,265,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,402,29,17,small,small,1,1,0.6521739130434783,2.618033988749895,0.3333333333333333
case_00075,457,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,161,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,490,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,166,305,333,medium,medium,2,1,0.9310344827586207,2.23606797749979,0.6930743460879958
case_00086,497,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,89,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,215,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,284,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,85,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,450,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,196,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,428,1121,1248,large,large,1,1,0.9404812157028282,2.23606797749979,0.8995088546352304
case_00113,192,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,470,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,208,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,444,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,253,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,437,356,403,medium,medium,1,1,0.8985507246376812,2.98284271247462,0.8816491334161124
case_00079,151,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,433,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,144,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,165,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,247,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,6,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,156,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,256,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,292,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,447,0,215,none,medium,0,1,0.0,-1.0,-1.0
case_00115,140,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,174,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,492,0,272,none,medium,0,1,0.0,-1.0,-1.0
case_00079,314,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,422,1277,1339,large,large,1,1,0.9503058103975535,2.0,0.7767453818749269
case_00133,312,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,467,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,12,0,529,none,medium,0,1,0.0,-1.0,-1.0
case_00203,425,6,0,small,none,1,0,0.0,-1.0,-1.0
case_00075,299,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,270,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,85,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,205,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,250,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,152,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,56,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,132,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,383,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,391,2804,2890,large,large,1,1,0.9771689497716894,2.0,0.6180506308023557
case_00102,179,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,385,2025,2107,large,large,1,1,0.957405614714424,2.709955295296917,0.8331205394788685
case_00203,128,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,295,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,79,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,308,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,365,640,673,medium,medium,1,1,0.9611576542269612,1.0,0.4117647058823529
case_00133,404,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,482,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,390,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,176,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,203,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,100,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,92,0,251,none,medium,0,1,0.0,-1.0,-1.0
case_00115,177,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,427,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,193,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,255,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,260,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,386,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,139,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,441,0,69,none,small,0,1,0.0,-1.0,-1.0
case_00161,19,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,41,0,253,none,medium,0,1,0.0,-1.0,-1.0
case_00125,416,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,1,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,176,75,78,small,small,1,1,0.8496732026143791,1.4142135623730951,0.42394745771685577
case_00033,438,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,121,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,45,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,131,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,425,0,37,none,small,0,1,0.0,-1.0,-1.0
case_00203,450,0,32,none,small,0,1,0.0,-1.0,-1.0
case_00125,286,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,411,969,1109,medium,large,1,1,0.904716073147257,3.561223913934418,1.084919992689029
case_00154,4,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,5,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,43,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,360,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,156,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,149,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,393,263,315,medium,medium,1,1,0.8961937716262975,2.070820393249936,0.8951605393659278
case_00134,380,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,421,1312,1375,large,large,1,1,0.9505024190547079,2.0,0.8279946055138137
case_00194,242,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,55,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,480,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,495,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,20,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,24,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,204,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,154,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,219,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,456,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,334,0,191,none,medium,0,1,0.0,-1.0,-1.0
case_00133,378,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,228,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,104,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,383,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,305,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,222,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,382,1949,2046,large,large,1,1,0.9476846057571965,3.0,0.9374653921894532
case_00113,207,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,259,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,291,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,106,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,53,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,348,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,142,456,516,medium,medium,1,1,0.9218106995884774,2.0,0.7521895141649746
case_00113,191,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,295,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,213,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,377,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,276,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,206,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,441,72,111,small,medium,1,1,0.6885245901639344,3.0,1.3809660178366352
case_00154,158,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,113,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,460,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,132,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,334,421,521,medium,medium,1,1,0.8853503184713376,4.0,1.0479676677332554
case_00033,475,0,46,none,small,0,1,0.0,-1.0,-1.0
case_00194,435,0,45,none,small,0,1,0.0,-1.0,-1.0
case_00102,171,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,358,785,823,medium,medium,1,1,0.9577114427860697,2.0,0.5217391304347826
case_00203,171,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,299,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,502,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,298,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,355,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,263,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,191,5,0,small,none,1,0,0.0,-1.0,-1.0
case_00102,318,2064,2159,large,large,1,1,0.961401847028179,2.0,0.7893010219639188
case_00115,451,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,0,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,371,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,23,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,86,0,55,none,small,0,1,0.0,-1.0,-1.0
case_00113,405,1904,2009,large,large,1,1,0.9557883976488628,3.0,0.8504252553799544
case_00161,193,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,449,0,186,none,medium,0,1,0.0,-1.0,-1.0
case_00079,237,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,263,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,177,75,107,small,medium,1,1,0.8241758241758241,2.0,0.9580266952966369
case_00154,349,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,59,0,2806,none,large,0,1,0.0,-1.0,-1.0
case_00033,424,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,339,656,702,medium,medium,1,1,0.946980854197349,2.0,0.6237832071249111
case_00102,430,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,69,0,507,none,medium,0,2,0.0,-1.0,-1.0
case_00033,84,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,271,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,110,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,62,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,29,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,256,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,288,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,149,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,159,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,132,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,384,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,75,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,401,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,71,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,155,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,111,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,263,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,49,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,244,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,263,0,61,none,small,0,2,0.0,-1.0,-1.0
case_00079,452,441,493,medium,medium,1,1,0.9271948608137045,2.0,0.7258821068440542
case_00134,31,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,342,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,437,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,382,1594,1652,large,large,1,1,0.9691928527418361,2.0,0.6030822095305481
case_00115,503,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,76,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,350,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,94,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,367,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,177,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,248,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,388,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,471,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,58,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,7,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,491,0,161,none,medium,0,1,0.0,-1.0,-1.0
case_00154,90,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,33,0,16,none,small,0,1,0.0,-1.0,-1.0
case_00125,148,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,272,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,171,63,71,small,small,1,1,0.9104477611940298,1.1242640687119274,0.32
case_00133,101,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,52,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,88,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,319,75,96,small,small,1,1,0.7719298245614035,3.9499999999999957,1.2258064516129032
case_00134,55,0,1091,none,large,0,2,0.0,-1.0,-1.0
case_00194,108,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,362,1411,1462,large,large,1,1,0.9690219282979464,2.0,0.5555555555555556
case_00079,123,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,344,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,337,78,125,small,medium,1,1,0.7684729064039408,2.0,1.2682459513747883
case_00102,421,170,199,medium,medium,1,1,0.8888888888888888,1.4142135623730951,0.7147319956117765
case_00194,129,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,114,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,165,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,53,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,215,0,13,none,small,0,1,0.0,-1.0,-1.0
case_00161,281,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,114,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,343,0,168,none,medium,0,1,0.0,-1.0,-1.0
case_00113,146,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,507,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,61,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,14,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,117,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,270,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,507,0,171,none,medium,0,1,0.0,-1.0,-1.0
case_00113,204,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,8,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,30,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,12,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,337,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,314,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,282,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,412,0,34,none,small,0,1,0.0,-1.0,-1.0
case_00154,250,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,487,0,200,none,medium,0,1,0.0,-1.0,-1.0
case_00194,123,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,219,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,421,0,231,none,medium,0,2,0.0,-1.0,-1.0
case_00113,80,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,112,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,511,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,220,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,353,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,94,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,250,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,511,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,127,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,375,171,163,medium,medium,1,1,0.9401197604790419,1.0,0.22448979591836735
case_00079,325,1,0,small,none,1,0,0.0,-1.0,-1.0
case_00014,366,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,348,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,420,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,281,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,92,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,3,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,181,3,4,small,small,1,1,0.0,2.0,1.5
case_00125,411,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,299,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,253,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,337,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,145,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,266,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,423,25,21,small,small,1,2,0.7391304347826086,1.7949747468305826,0.855623509662897
case_00079,10,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,306,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,376,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,472,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,503,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,314,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,266,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,500,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,71,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,418,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,94,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,260,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,276,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,98,0,767,none,medium,0,2,0.0,-1.0,-1.0
case_00113,458,0,195,none,medium,0,1,0.0,-1.0,-1.0
case_00079,204,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,458,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,428,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,314,141,169,medium,medium,1,1,0.896774193548387,1.0,0.6765288943422165
case_00014,369,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,460,0,75,none,small,0,1,0.0,-1.0,-1.0
case_00125,107,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,154,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,272,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,74,0,356,none,medium,0,5,0.0,-1.0,-1.0
case_00086,153,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,208,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,336,69,107,small,medium,1,1,0.7613636363636364,2.23606797749979,1.1428720194581474
case_00075,276,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,336,283,307,medium,medium,1,1,0.9288135593220339,2.0,0.557904297984273
case_00014,383,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,9,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,65,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,233,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,468,0,422,none,medium,0,1,0.0,-1.0,-1.0
case_00014,502,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,425,0,1353,none,large,0,1,0.0,-1.0,-1.0
case_00134,269,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,134,331,351,medium,medium,1,1,0.9237536656891495,2.0,0.6735702260395515
case_00102,460,0,32,none,small,0,1,0.0,-1.0,-1.0
case_00133,296,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,222,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,463,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,230,0,33,none,small,0,1,0.0,-1.0,-1.0
case_00033,256,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,440,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,29,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,91,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,0,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,345,521,730,medium,medium,1,1,0.8233413269384492,6.149999999999977,2.2299997629220143
case_00194,472,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,503,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,290,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,365,1136,1373,large,large,2,1,0.8704663212435233,6.904081918257319,1.7215224856531208
case_00194,121,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,153,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,511,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,315,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,14,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,452,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,334,299,312,medium,medium,1,1,0.9459901800327333,2.0,0.45541747521332926
case_00086,188,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,401,1581,1677,large,large,1,1,0.9643953345610804,2.0,0.6920614878436971
case_00102,2,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,306,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,411,0,112,none,medium,0,1,0.0,-1.0,-1.0
case_00102,211,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,18,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,200,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,448,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,360,3810,3951,large,large,1,1,0.9771936606107461,2.0,0.7060210704191782
case_00075,271,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,307,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,313,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,49,0,606,none,medium,0,1,0.0,-1.0,-1.0
case_00086,368,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,142,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,502,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,113,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,165,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,90,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,365,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,326,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,466,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,311,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,267,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,229,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,6,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,460,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,386,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,411,1482,1556,large,large,1,1,0.9618169848584596,2.0,0.6483878014920104
case_00194,117,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,304,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,249,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,45,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,142,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,265,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,252,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,470,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,195,69,40,small,small,1,1,0.6972477064220184,3.08113883008419,0.6969810887957519
case_00154,293,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,152,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,343,515,707,medium,medium,1,1,0.8134206219312602,7.0,2.4756095265288094
case_00154,234,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,444,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,473,0,650,none,medium,0,1,0.0,-1.0,-1.0
case_00079,406,1539,1584,large,large,1,1,0.9657380723663145,1.4142135623730951,0.6173017904893829
case_00113,439,228,211,medium,medium,1,1,0.8246013667425968,3.0,0.8673738819117606
case_00079,443,731,793,medium,medium,1,1,0.9448818897637795,2.0,0.6852247277156095
case_00014,104,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,421,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,315,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,386,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,467,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,430,0,109,none,medium,0,1,0.0,-1.0,-1.0
case_00125,471,0,832,none,medium,0,1,0.0,-1.0,-1.0
case_00075,80,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,245,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,21,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,77,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,245,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,436,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,165,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,49,0,31,none,small,0,1,0.0,-1.0,-1.0
case_00133,213,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,235,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,409,1176,1343,large,large,1,1,0.9178245335450576,3.605551275463989,1.0934382588805645
case_00113,1,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,262,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,294,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,474,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,408,0,323,none,medium,0,1,0.0,-1.0,-1.0
case_00079,349,1057,1086,large,large,1,1,0.9622025198320112,2.0,0.6203703703703703
case_00133,69,0,7,none,small,0,1,0.0,-1.0,-1.0
case_00154,33,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,275,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,399,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,197,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,354,3726,3902,large,large,1,1,0.9687991609858416,3.1135943621178637,0.8388033599487912
case_00113,358,918,1120,medium,large,1,1,0.8518155053974484,4.47213595499958,1.5623905206803068
case_00033,210,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,498,0,758,none,medium,0,1,0.0,-1.0,-1.0
case_00154,450,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,188,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,128,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,119,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,132,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,420,0,3,none,small,0,1,0.0,-1.0,-1.0
case_00014,363,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,92,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,489,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,434,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,453,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,74,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,355,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,249,0,241,none,medium,0,4,0.0,-1.0,-1.0
